Symbol,Company Name,Industry,Current Price,Bound,Result Date,Days to Result,Trade Type,Sell @,Sell Premium,Max Profit (₹),Max Profit (%),POP (%),Margin,Upcoming Events,Past Events,News
LODHA,Lodha Developers Ltd.,Realty,892.2,692,2026-04-24,-26.0,PE,740.0,1.58,708,1.34,97.76,53069.0625,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.0,145,2026-05-18,-2.0,CE,152.0,0.15,706,1.2,96.85,59052.58125,No upcoming events found.,No upcoming events found.,No news found.
INDIGO,InterGlobe Aviation Ltd.,Services,4230.3,4180,,,PE,3700.0,4.69,703,0.96,96.01,73149.425,No upcoming events found.,No upcoming events found.,No news found.
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,97.22,104,2026-05-14,-6.0,CE,108.0,0.17,701,1.21,94.92,58004.925,No upcoming events found.,No upcoming events found.,No news found.
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,8026.0,7366,2026-05-20,0.0,PE,7000.0,5.58,696,0.78,97.93,89781.9375,No upcoming events found.,No upcoming events found.,No news found.
ABB,ABB India Ltd.,Capital Goods,6329.0,6210,2026-05-08,-12.0,CE,7350.0,5.58,696,0.82,98.42,84766.5625,No upcoming events found.,No upcoming events found.,No news found.
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1511.4,1381,2026-04-30,-20.0,PE,1340.0,1.11,695,0.61,98.4,113210.0625,No upcoming events found.,No upcoming events found.,No news found.
ABB,ABB India Ltd.,Capital Goods,6329.0,6210,2026-05-08,-12.0,CE,7100.0,5.55,693,0.72,97.1,95942.5625,No upcoming events found.,No upcoming events found.,No news found.
COALINDIA,Coal India Ltd.,Oil Gas & Consumable Fuels,456.95,469,2026-04-27,-23.0,CE,505.0,0.51,691,1.07,96.09,64656.225,No upcoming events found.,No upcoming events found.,No news found.
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,2725.0,1889,2026-04-30,-20.0,PE,2340.0,2.24,691,0.57,97.14,120322.687,No upcoming events found.,No upcoming events found.,No news found.
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1511.4,1404,2026-04-30,-20.0,CE,1700.0,1.1,687,0.58,97.44,117828.8125,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2422.8,2326,2026-04-30,-20.0,CE,2840.0,3.44,687,0.93,97.52,73548.1,No upcoming events found.,No upcoming events found.,No news found.
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,3283.4,3500,2026-05-13,-7.0,CE,3620.0,3.93,686,1.1,96.11,62511.125,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1018.9,861,2026-05-19,-1.0,PE,900.0,0.76,686,0.74,96.84,92275.65,No upcoming events found.,No upcoming events found.,No news found.
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,923.55,862,2026-04-29,-21.0,CE,1030.0,0.91,684,0.94,97.3,72433.875,No upcoming events found.,No upcoming events found.,No news found.
HCLTECH,HCL Technologies Ltd.,Information Technology,1179.4,1411,2026-04-24,-26.0,CE,1410.0,1.95,682,2.88,99.08,23685.35,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2422.8,2326,2026-04-30,-20.0,CE,2800.0,3.41,682,0.89,96.74,76440.1,No upcoming events found.,No upcoming events found.,No news found.
PNB,Punjab National Bank,Financial Services,101.3,115,2026-05-05,-15.0,CE,116.0,0.09,680,0.9,97.75,75697.2,No upcoming events found.,No upcoming events found.,No news found.
SIEMENS,Siemens Ltd.,Capital Goods,3550.9,3061,,,CE,4100.0,3.89,680,1.01,97.35,67512.9875,No upcoming events found.,No upcoming events found.,No news found.
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,97.22,104,2026-05-14,-6.0,CE,109.0,0.16,680,1.21,95.44,56389.425,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,233.28,239,2026-04-17,-33.0,CE,270.0,0.29,675,0.5,96.92,136080.39250000002,No upcoming events found.,No upcoming events found.,No news found.
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,1749.8,1662,2026-04-30,-20.0,PE,1520.0,2.7,675,1.76,98.87,38380.125,No upcoming events found.,No upcoming events found.,No news found.
M&M,Mahindra & Mahindra Ltd.,Automobile and Auto Components,3092.3,3030,2026-05-05,-15.0,CE,3420.0,3.35,670,0.99,95.97,67739.9,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.0,120,2026-05-18,-2.0,PE,114.0,0.14,670,1.09,96.34,61392.83125,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,233.28,239,2026-04-17,-33.0,CE,272.5,0.29,669,0.5,98.14,133331.39250000002,No upcoming events found.,No upcoming events found.,No news found.
ADANIGREEN,Adani Green Energy Ltd.,Power,1377.8,906,2026-04-24,-26.0,PE,1080.0,1.11,667,0.56,97.77,118557.0,No upcoming events found.,No upcoming events found.,No news found.
BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,286.45,288,2026-05-19,-1.0,CE,355.0,0.34,666,1.94,97.96,34341.05,No upcoming events found.,No upcoming events found.,No news found.
PFC,Power Finance Corporation Ltd.,Financial Services,431.6,418,2026-05-13,-7.0,CE,475.0,0.51,666,0.92,95.68,72179.9,No upcoming events found.,No upcoming events found.,No news found.
PNB,Punjab National Bank,Financial Services,101.3,115,2026-05-05,-15.0,CE,115.0,0.08,660,0.84,97.63,78897.2,No upcoming events found.,No upcoming events found.,No news found.
SIEMENS,Siemens Ltd.,Capital Goods,3550.9,3061,,,CE,4150.0,3.77,660,1.02,97.55,64474.9875,No upcoming events found.,No upcoming events found.,No news found.
BEL,Bharat Electronics Ltd.,Capital Goods,422.95,436,2026-05-19,-1.0,CE,500.0,0.46,659,1.21,97.73,54422.675,No upcoming events found.,No upcoming events found.,No news found.
JIOFIN,Jio Financial Services Ltd.,Financial Services,233.28,239,2026-04-17,-33.0,CE,275.0,0.28,658,0.5,97.2,131991.39250000002,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,632.6,548,2026-04-30,-20.0,CE,740.0,0.54,658,0.62,98.05,105714.1875,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,632.6,512,2026-04-30,-20.0,PE,550.0,0.54,658,0.58,96.8,112562.6875,No upcoming events found.,No upcoming events found.,No news found.
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1511.4,1404,2026-04-30,-20.0,CE,1720.0,1.05,656,0.58,97.7,113410.3125,No upcoming events found.,No upcoming events found.,No news found.
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,923.55,862,2026-04-29,-21.0,CE,1020.0,0.88,656,0.87,97.0,75111.375,No upcoming events found.,No upcoming events found.,No news found.
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,1335.2,1224,2026-05-12,-8.0,CE,1500.0,1.05,656,0.87,98.19,75569.75,No upcoming events found.,No upcoming events found.,No news found.
ETERNAL,Eternal Ltd.,Consumer Services,247.21,217,2026-04-28,-22.0,PE,217.5,0.27,654,0.79,96.19,83320.825,No upcoming events found.,No upcoming events found.,No news found.
MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services,3303.6,3304,2026-05-14,-6.0,CE,3850.0,2.38,653,0.63,97.92,104044.1625,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2422.8,2326,2026-04-30,-20.0,CE,2820.0,3.26,652,0.87,97.23,75018.1,No upcoming events found.,No upcoming events found.,No news found.
INDIGO,InterGlobe Aviation Ltd.,Services,4230.3,4180,,,PE,3650.0,4.35,652,0.93,96.8,70458.925,No upcoming events found.,No upcoming events found.,No news found.
ETERNAL,Eternal Ltd.,Consumer Services,247.21,246,2026-04-28,-22.0,CE,285.0,0.27,648,0.97,96.87,66976.075,No upcoming events found.,No upcoming events found.,No news found.
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,1762.8,1377,2026-04-30,-20.0,PE,1580.0,1.36,647,0.64,96.34,101564.5125,No upcoming events found.,No upcoming events found.,No news found.
LODHA,Lodha Developers Ltd.,Realty,892.2,692,2026-04-24,-26.0,PE,720.0,1.44,646,1.3,98.28,49896.5625,No upcoming events found.,No upcoming events found.,No news found.
SHREECEM,Shree Cement Ltd.,Construction Materials,24425.0,23702,2026-05-06,-14.0,CE,27500.0,25.81,645,1.15,98.17,56027.625,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,632.6,512,2026-04-30,-20.0,PE,560.0,0.53,643,0.55,96.25,116813.1875,No upcoming events found.,No upcoming events found.,No news found.
HYUNDAI,Hyundai Motor India Ltd.,Automobile and Auto Components,1780.3,1708,2026-05-08,-12.0,CE,1980.0,2.34,642,1.27,96.6,50758.7875,No upcoming events found.,No upcoming events found.,No news found.
BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,37130.0,32123,2026-05-20,0.0,PE,32000.0,25.69,642,0.73,97.72,87882.375,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1018.9,861,2026-05-19,-1.0,PE,890.0,0.71,641,0.72,97.51,88936.65,No upcoming events found.,No upcoming events found.,No news found.
SOLARINDS,Solar Industries India Ltd.,Chemicals,18116.0,13291,2026-05-15,-5.0,PE,14750.0,12.84,641,0.7,98.07,92211.25,No upcoming events found.,No upcoming events found.,No news found.
HDFCBANK,HDFC Bank Ltd.,Financial Services,762.45,759,2026-04-18,-32.0,PE,685.0,1.16,639,1.56,96.16,40933.0125,No upcoming events found.,No upcoming events found.,No news found.
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,10313.0,9119,2026-05-07,-13.0,PE,8600.0,12.79,639,1.33,98.54,48173.75,No upcoming events found.,No upcoming events found.,No news found.
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,923.55,862,2026-04-29,-21.0,CE,1100.0,0.85,637,1.19,99.05,53601.375,No upcoming events found.,No upcoming events found.,No news found.
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,2725.0,1889,2026-04-30,-20.0,PE,2300.0,2.05,633,0.55,97.34,115900.837,No upcoming events found.,No upcoming events found.,No news found.
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,1335.2,1224,2026-05-12,-8.0,CE,1480.0,1.01,632,0.79,97.49,79926.75,No upcoming events found.,No upcoming events found.,No news found.
UNIONBANK,Union Bank of India,Financial Services,158.96,186,2026-04-23,-27.0,CE,180.0,0.14,630,0.7,97.1,89611.83875,No upcoming events found.,No upcoming events found.,No news found.
DLF,DLF Ltd.,Realty,577.4,517,2026-05-13,-7.0,PE,490.0,0.76,629,0.53,97.12,119256.26875,No upcoming events found.,No upcoming events found.,No news found.
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,2725.0,1889,2026-04-30,-20.0,PE,2220.0,2.04,629,0.59,97.63,107082.187,No upcoming events found.,No upcoming events found.,No news found.
SOLARINDS,Solar Industries India Ltd.,Chemicals,18116.0,13291,2026-05-15,-5.0,PE,15000.0,12.54,626,0.64,97.89,97624.75,No upcoming events found.,No upcoming events found.,No news found.
INFY,Infosys Ltd.,Information Technology,1196.9,1292,2026-04-23,-27.0,PE,960.0,1.56,625,1.71,98.93,36615.0,No upcoming events found.,No upcoming events found.,No news found.
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,1762.8,1377,2026-04-30,-20.0,PE,1540.0,1.31,623,0.66,97.63,94833.2625,No upcoming events found.,No upcoming events found.,No news found.
BANKBARODA,Bank of Baroda,Financial Services,260.6,248,2026-05-08,-12.0,PE,220.0,0.21,621,0.86,97.49,72164.61875,No upcoming events found.,No upcoming events found.,No news found.
HCLTECH,HCL Technologies Ltd.,Information Technology,1179.4,1411,2026-04-24,-26.0,CE,1510.0,1.77,621,2.71,99.65,22910.275,No upcoming events found.,No upcoming events found.,No news found.
BANKBARODA,Bank of Baroda,Financial Services,260.6,269,2026-05-08,-12.0,CE,295.0,0.21,621,0.8,97.86,77897.61875,No upcoming events found.,No upcoming events found.,No news found.
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,2725.0,1889,2026-04-30,-20.0,PE,2240.0,2.0,618,0.57,97.62,108703.887,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1018.9,861,2026-05-19,-1.0,PE,880.0,0.69,618,0.73,97.29,84634.65,No upcoming events found.,No upcoming events found.,No news found.
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,2725.0,1889,2026-04-30,-20.0,PE,2200.0,2.0,618,0.59,97.72,104962.087,No upcoming events found.,No upcoming events found.,No news found.
PFC,Power Finance Corporation Ltd.,Financial Services,431.6,418,2026-05-13,-7.0,CE,485.0,0.48,617,0.91,96.57,67603.9,No upcoming events found.,No upcoming events found.,No news found.
BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,286.45,262,2026-05-19,-1.0,PE,245.0,0.31,617,1.03,95.87,59681.05,No upcoming events found.,No upcoming events found.,No news found.
BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,286.45,288,2026-05-19,-1.0,CE,350.0,0.31,617,1.62,98.11,38034.55,No upcoming events found.,No upcoming events found.,No news found.
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,3283.4,3500,2026-05-13,-7.0,CE,3780.0,3.52,616,1.19,97.83,51825.375,No upcoming events found.,No upcoming events found.,No news found.
TECHM,Tech Mahindra Ltd.,Information Technology,1467.1,1436,2026-04-22,-28.0,PE,1300.0,1.02,615,0.68,96.64,91104.0,No upcoming events found.,No upcoming events found.,No news found.
WIPRO,Wipro Ltd.,Information Technology,195.17,205,2026-04-16,-34.0,CE,215.0,0.21,615,0.95,96.32,64406.775,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.0,145,2026-05-18,-2.0,CE,154.0,0.12,609,1.12,97.41,54421.83125,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.0,120,2026-05-18,-2.0,PE,120.0,0.12,609,0.83,95.7,73677.58125,No upcoming events found.,No upcoming events found.,No news found.
UNIONBANK,Union Bank of India,Financial Services,158.96,186,2026-04-23,-27.0,CE,187.5,0.14,608,0.79,98.62,77487.08875,No upcoming events found.,No upcoming events found.,No news found.
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,97.22,104,2026-05-14,-6.0,CE,112.0,0.14,605,1.17,96.93,51841.925,No upcoming events found.,No upcoming events found.,No news found.
BEL,Bharat Electronics Ltd.,Capital Goods,422.95,436,2026-05-19,-1.0,CE,505.0,0.43,605,1.17,98.04,51814.175,No upcoming events found.,No upcoming events found.,No news found.
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,431.7,438,2026-05-04,-16.0,CE,480.0,0.58,603,0.51,96.17,117409.1375,No upcoming events found.,No upcoming events found.,No news found.
VEDL,Vedanta Ltd.,Metals & Mining,337.65,707,2026-04-29,-21.0,CE,390.0,0.53,603,1.5,96.57,40347.75,No upcoming events found.,No upcoming events found.,No news found.
PFC,Power Finance Corporation Ltd.,Financial Services,431.6,418,2026-05-13,-7.0,CE,480.0,0.46,601,0.86,95.99,69878.9,No upcoming events found.,No upcoming events found.,No news found.
INDHOTEL,Indian Hotels Co. Ltd.,Consumer Services,652.75,586,2026-05-11,-9.0,PE,570.0,0.6,600,0.92,98.14,65499.25,No upcoming events found.,No upcoming events found.,No news found.
PNB,Punjab National Bank,Financial Services,101.3,115,2026-05-05,-15.0,CE,117.0,0.08,600,0.82,98.08,72977.2,No upcoming events found.,No upcoming events found.,No news found.
SIEMENS,Siemens Ltd.,Capital Goods,3550.9,3040,,,PE,3000.0,3.42,599,0.88,98.7,68448.9875,No upcoming events found.,No upcoming events found.,No news found.
TATAPOWER,Tata Power Co. Ltd.,Power,415.0,394,2026-05-12,-8.0,CE,460.0,0.41,598,1.17,96.14,51231.7625,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.0,145,2026-05-18,-2.0,CE,153.0,0.12,597,1.05,97.31,57102.83125,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.0,120,2026-05-18,-2.0,PE,116.0,0.12,597,0.9,97.23,66023.58125,No upcoming events found.,No upcoming events found.,No news found.
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,1018.9,861,2026-05-19,-1.0,PE,870.0,0.66,596,0.72,97.73,82258.65,No upcoming events found.,No upcoming events found.,No news found.
LODHA,Lodha Developers Ltd.,Realty,892.2,692,2026-04-24,-26.0,PE,790.0,1.32,596,0.91,94.87,65300.5625,No upcoming events found.,No upcoming events found.,No news found.
LODHA,Lodha Developers Ltd.,Realty,892.2,692,2026-04-24,-26.0,PE,800.0,1.33,596,0.86,93.66,69512.5625,No upcoming events found.,No upcoming events found.,No news found.
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,2422.8,2326,2026-04-30,-20.0,CE,2960.0,2.98,595,0.91,97.84,65132.1,No upcoming events found.,No upcoming events found.,No news found.
ICICIBANK,ICICI Bank Ltd.,Financial Services,1240.8,1237,2026-04-18,-32.0,CE,1540.0,0.85,595,1.24,99.52,47885.95,No upcoming events found.,No upcoming events found.,No news found.
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1511.4,1404,2026-04-30,-20.0,CE,1740.0,0.95,593,0.55,98.18,108935.8125,No upcoming events found.,No upcoming events found.,No news found.
JINDALSTEL,Jindal Steel Ltd.,Metals & Mining,1226.3,1145,2026-05-01,-19.0,CE,1360.0,0.95,593,0.67,96.93,88626.875,No upcoming events found.,No upcoming events found.,No news found.
PIDILITIND,Pidilite Industries Ltd.,Chemicals,1455.8,1284,2026-05-07,-13.0,PE,1250.0,1.18,587,0.94,98.78,62213.5,No upcoming events found.,No upcoming events found.,No news found.
UNIONBANK,Union Bank of India,Financial Services,158.96,186,2026-04-23,-27.0,CE,182.5,0.13,586,0.69,97.76,85584.58875,No upcoming events found.,No upcoming events found.,No news found.
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,3283.4,3500,2026-05-13,-7.0,CE,3640.0,3.35,586,0.96,96.35,61189.875,No upcoming events found.,No upcoming events found.,No news found.
UNIONBANK,Union Bank of India,Financial Services,158.96,186,2026-04-23,-27.0,CE,202.5,0.13,586,1.08,99.5,54123.338749999995,No upcoming events found.,No upcoming events found.,No news found.
PFC,Power Finance Corporation Ltd.,Financial Services,431.6,418,2026-05-13,-7.0,CE,495.0,0.45,585,0.93,97.54,63001.9,No upcoming events found.,No upcoming events found.,No news found.
SHREECEM,Shree Cement Ltd.,Construction Materials,24425.0,23702,2026-05-06,-14.0,CE,27250.0,23.43,585,1.01,97.66,58222.125,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.0,145,2026-05-18,-2.0,CE,200.0,0.12,585,1.72,99.75,33978.871875,No upcoming events found.,No upcoming events found.,No news found.
INDIGO,InterGlobe Aviation Ltd.,Services,4230.3,4180,,,PE,3600.0,3.89,583,0.86,96.71,67709.925,No upcoming events found.,No upcoming events found.,No news found.
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,632.6,548,2026-04-30,-20.0,CE,750.0,0.48,581,0.57,98.18,101500.1875,No upcoming events found.,No upcoming events found.,No news found.
GODREJCP,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,1022.0,1009,2026-05-12,-8.0,CE,1220.0,1.16,581,1.78,99.61,32622.0,No upcoming events found.,No upcoming events found.,No news found.
LODHA,Lodha Developers Ltd.,Realty,892.2,725,2026-04-24,-26.0,CE,1000.0,1.29,579,1.17,96.2,49411.0625,No upcoming events found.,No upcoming events found.,No news found.
JINDALSTEL,Jindal Steel Ltd.,Metals & Mining,1226.3,1145,2026-05-01,-19.0,CE,1350.0,0.93,578,0.64,97.01,90752.125,No upcoming events found.,No upcoming events found.,No news found.
TECHM,Tech Mahindra Ltd.,Information Technology,1467.1,1436,2026-04-22,-28.0,PE,1140.0,0.96,577,1.02,99.47,56856.0,No upcoming events found.,No upcoming events found.,No news found.
HDFCLIFE,HDFC Life Insurance Company Ltd.,Financial Services,610.4,569,2026-04-16,-34.0,PE,545.0,0.53,577,0.87,99.06,66179.575,No upcoming events found.,No upcoming events found.,No news found.
RECLTD,REC Ltd.,Financial Services,334.25,338,2026-04-28,-22.0,CE,370.0,0.41,577,0.96,96.21,60087.3,No upcoming events found.,No upcoming events found.,No news found.
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,10313.0,9139,2026-05-07,-13.0,CE,12000.0,11.53,576,1.12,98.69,51232.25,No upcoming events found.,No upcoming events found.,No news found.
INDHOTEL,Indian Hotels Co. Ltd.,Consumer Services,652.75,586,2026-05-11,-9.0,PE,580.0,0.57,575,0.83,97.69,69509.25,No upcoming events found.,No upcoming events found.,No news found.
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,97.22,81,2026-05-14,-6.0,PE,78.0,0.14,573,1.33,99.08,43087.425,No upcoming events found.,No upcoming events found.,No news found.
CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,819.4,675,2026-05-06,-14.0,PE,730.0,0.67,573,0.63,96.45,90930.3125,No upcoming events found.,No upcoming events found.,No news found.
IOC,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,135.0,120,2026-05-18,-2.0,PE,118.0,0.12,572,0.82,96.75,69631.33125,No upcoming events found.,No upcoming events found.,No news found.
SBIN,State Bank of India,Financial Services,948.8,1044,2026-05-15,-5.0,CE,1050.0,0.76,571,0.86,96.8,66554.75,No upcoming events found.,No upcoming events found.,No news found.
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,1335.2,1211,2026-05-12,-8.0,PE,1200.0,0.91,570,0.68,96.5,83695.0,No upcoming events found.,No upcoming events found.,No news found.
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,1335.2,1224,2026-05-12,-8.0,CE,1560.0,0.91,570,0.92,99.1,62189.25,No upcoming events found.,No upcoming events found.,No news found.
TECHM,Tech Mahindra Ltd.,Information Technology,1467.1,1436,2026-04-22,-28.0,PE,1280.0,0.95,570,0.66,97.49,86652.0,No upcoming events found.,No upcoming events found.,No news found.
MUTHOOTFIN,Muthoot Finance Ltd.,Financial Services,3303.6,3304,2026-05-14,-6.0,CE,3900.0,2.08,570,0.58,98.25,99165.1625,No upcoming events found.,No upcoming events found.,No news found.
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,1749.8,1678,2026-04-30,-20.0,CE,1960.0,2.26,565,1.38,98.21,41014.625,No upcoming events found.,No upcoming events found.,No news found.
AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,431.7,438,2026-05-04,-16.0,CE,485.0,0.54,564,0.49,96.42,115498.1375,No upcoming events found.,No upcoming events found.,No news found.
HCLTECH,HCL Technologies Ltd.,Information Technology,1179.4,1411,2026-04-24,-26.0,CE,1660.0,1.61,564,2.68,99.98,21097.275,No upcoming events found.,No upcoming events found.,No news found.
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,97.22,104,2026-05-14,-6.0,CE,110.0,0.13,563,1.02,95.88,54987.425,No upcoming events found.,No upcoming events found.,No news found.
ETERNAL,Eternal Ltd.,Consumer Services,247.21,217,2026-04-28,-22.0,PE,215.0,0.23,563,0.69,96.92,81186.575,No upcoming events found.,No upcoming events found.,No news found.
JINDALSTEL,Jindal Steel Ltd.,Metals & Mining,1226.3,1127,2026-05-01,-19.0,PE,1070.0,0.9,562,0.7,97.39,80464.125,No upcoming events found.,No upcoming events found.,No news found.
MARUTI,Maruti Suzuki India Ltd.,Automobile and Auto Components,12956.0,12675,2026-04-28,-22.0,PE,11600.0,11.2,560,0.89,97.04,62811.0,No upcoming events found.,No upcoming events found.,No news found.
BRITANNIA,Britannia Industries Ltd.,Fast Moving Consumer Goods,5416.5,5542,2026-05-07,-13.0,CE,6200.0,4.49,560,1.02,98.51,55049.6875,No upcoming events found.,No upcoming events found.,No news found.
BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,37130.0,32123,2026-05-20,0.0,PE,31000.0,22.29,557,0.71,98.65,78407.125,No upcoming events found.,No upcoming events found.,No news found.
DLF,DLF Ltd.,Realty,577.4,539,2026-05-13,-7.0,CE,650.0,0.68,556,0.46,96.83,122085.51875,No upcoming events found.,No upcoming events found.,No news found.
DLF,DLF Ltd.,Realty,577.4,517,2026-05-13,-7.0,PE,510.0,0.67,556,0.44,96.01,125468.26875,No upcoming events found.,No upcoming events found.,No news found.
GODREJCP,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,1022.0,1009,2026-05-12,-8.0,CE,1180.0,1.11,556,1.4,99.04,39647.0,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,126.15,143,2026-05-11,-9.0,CE,145.0,0.08,556,0.66,97.91,84993.125,No upcoming events found.,No upcoming events found.,No news found.
COALINDIA,Coal India Ltd.,Oil Gas & Consumable Fuels,456.95,469,2026-04-27,-23.0,CE,510.0,0.41,556,0.9,96.62,62145.725,No upcoming events found.,No upcoming events found.,No news found.
CANBK,Canara Bank,Financial Services,126.15,143,2026-05-11,-9.0,CE,146.0,0.08,556,0.68,97.99,81955.125,No upcoming events found.,No upcoming events found.,No news found.
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1511.4,1381,2026-04-30,-20.0,PE,1360.0,0.89,554,0.47,97.23,117960.8125,No upcoming events found.,No upcoming events found.,No news found.
ABB,ABB India Ltd.,Capital Goods,6329.0,6210,2026-05-08,-12.0,CE,7550.0,4.44,554,0.73,98.86,75872.0625,No upcoming events found.,No upcoming events found.,No news found.
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,3283.4,3500,2026-05-13,-7.0,CE,3960.0,3.16,553,1.35,99.09,41103.125,No upcoming events found.,No upcoming events found.,No news found.
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,3283.4,3500,2026-05-13,-7.0,CE,3660.0,3.16,553,0.92,96.78,59903.375,No upcoming events found.,No upcoming events found.,No news found.
HYUNDAI,Hyundai Motor India Ltd.,Automobile and Auto Components,1780.3,1708,2026-05-08,-12.0,CE,2000.0,2.01,553,1.12,97.12,49320.5375,No upcoming events found.,No upcoming events found.,No news found.
BEL,Bharat Electronics Ltd.,Capital Goods,422.95,418,2026-05-19,-1.0,PE,350.0,0.39,552,1.06,97.12,51943.175,No upcoming events found.,No upcoming events found.,No news found.
BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,37130.0,32123,2026-05-20,0.0,PE,30000.0,22.0,550,0.79,98.76,69666.875,No upcoming events found.,No upcoming events found.,No news found.
GODREJCP,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,1022.0,1009,2026-05-12,-8.0,CE,1170.0,1.1,549,1.34,98.69,41182.0,No upcoming events found.,No upcoming events found.,No news found.
